iter	RMSE
700	14.3889308
701	14.3889308
702	14.3889308
703	14.3889308
704	14.3889308
705	14.3889308
706	14.3889308
707	14.3889308
708	14.3889308
709	14.3889308
710	14.3889308
711	14.3889308
712	14.3889308
713	14.3889308
714	14.3889308
715	14.3889308
716	14.3889308
717	14.3889308
718	14.3889308
719	14.3889308
720	14.3889308
721	14.3889308
722	14.3889308
723	14.3889308
724	14.3889308
725	14.3889308
726	14.3889308
727	14.3889308
728	14.3889308
729	14.3889308
730	14.3889308
731	14.3889308
732	14.3889308
733	14.3889308
734	14.3889308
735	14.3889308
736	14.3889308
737	14.3889308
738	14.3889308
739	14.3889308
740	14.3889308
741	14.3889308
742	14.3889308
743	14.3889308
744	14.3889308
745	14.3889308
746	14.3889308
747	14.3889308
748	14.3889308
749	14.3889308
750	14.3889308
751	14.3889308
752	14.3889308
753	14.3889308
754	14.3889308
755	14.3889308
756	14.3889308
757	14.3889308
758	14.3889308
759	14.3889308
760	14.3889308
761	14.3889308
762	14.3889308
763	14.3889308
764	14.3889308
765	14.3889308
766	14.3889308
767	14.3889308
768	14.3889308
769	14.3889308
770	14.3889308
771	14.3889308
772	14.3889308
773	14.3889308
774	14.3889308
775	14.3889308
776	14.3889308
777	14.3889308
778	14.3889308
779	14.3889308
780	14.3889308
781	14.3889308
782	14.3889308
783	14.3889308
784	14.3889308
785	14.3889308
786	14.3889308
787	14.3889308
788	14.3889308
789	14.3889308
790	14.3889308
791	14.3889308
792	14.3889308
793	14.3889308
794	14.3889308
795	14.3889308
796	14.3889308
797	14.3889308
798	14.3889308
799	14.3889308
800	14.3889308
801	14.3889308
802	14.3889308
803	14.3889308
804	14.3889308
805	14.3889308
806	14.3889308
807	14.3889308
808	14.3889308
809	14.3889308
810	14.3889308
811	14.3889308
812	14.3889308
813	14.3889308
814	14.3889308
815	14.3889308
816	14.3889308
817	14.3889308
818	14.3889308
819	14.3889308
820	14.3889308
821	14.3889308
822	14.3889308
823	14.3889308
824	14.3889308
825	14.3889308
826	14.3889308
827	14.3889308
828	14.3889308
829	14.3889308
830	14.3889308
831	14.3889308
832	14.3889308
833	14.3889308
834	14.3889308
835	14.3889308
836	14.3889308
837	14.3889308
838	14.3889308
839	14.3889308
840	14.3889308
841	14.3889308
842	14.3889308
843	14.3889308
844	14.3889308
845	14.3889308
846	14.3889308
847	14.3889308
848	14.3889308
849	14.3889308
850	14.3889308
851	14.3889308
852	14.3889308
853	14.3889308
854	14.3889308
855	14.3889308
856	14.3889308
857	14.3889308
858	14.3889308
859	14.3889308
860	14.3889308
861	14.3889308
862	14.3889308
863	14.3889308
864	14.3889308
865	14.3889308
866	14.3889308
867	14.3889308
868	14.3889308
869	14.3889308
870	14.3889308
871	14.3889308
872	14.3889308
873	14.3889308
874	14.3889308
875	14.3889308
876	14.3889308
877	14.3889308
878	14.3889308
879	14.3889308
880	14.3889308
881	14.3889308
882	14.3889308
883	14.3889308
884	14.3889308
885	14.3889308
886	14.3889308
887	14.3889308
888	14.3889308
889	14.3889308
890	14.3889308
891	14.3889308
892	14.3889308
893	14.3889308
894	14.3889308
895	14.3889308
896	14.3889308
897	14.3889308
898	14.3889308
899	14.3889308
900	14.3889308
901	14.3889308
902	14.3889308
903	14.3889308
904	14.3889308
905	14.3889308
906	14.3889308
907	14.3889308
908	14.3889308
909	14.3889308
910	14.3889308
911	14.3889308
912	14.3889308
913	14.3889308
914	14.3889308
915	14.3889308
916	14.3889308
917	14.3889308
918	14.3889308
919	14.3889308
920	14.3889308
921	14.3889308
922	14.3889308
923	14.3889308
924	14.3889308
925	14.3889308
926	14.3889308
927	14.3889308
928	14.3889308
929	14.3889308
930	14.3889308
931	14.3889308
932	14.3889308
933	14.3889308
934	14.3889308
935	14.3889308
936	14.3889308
937	14.3889308
938	14.3889308
939	14.3889308
940	14.3889308
941	14.3889308
942	14.3889308
943	14.3889308
944	14.3889308
945	14.3889308
946	14.3889308
947	14.3889308
948	14.3889308
949	14.3889308
950	14.3889308
951	14.3889308
952	14.3889308
953	14.3889308
954	14.3889308
955	14.3889308
956	14.3889308
957	14.3889308
958	14.3889308
959	14.3889308
960	14.3889308
961	14.3889308
962	14.3889308
963	14.3889308
964	14.3889308
965	14.3889308
966	14.3889308
967	14.3889308
968	14.3889308
969	14.3889308
970	14.3889308
971	14.3889308
972	14.3889308
973	14.3889308
974	14.3889308
975	14.3889308
976	14.3889308
977	14.3889308
978	14.3889308
979	14.3889308
980	14.3889308
981	14.3889308
982	14.3889308
983	14.3889308
984	14.3889308
985	14.3889308
986	14.3889308
987	14.3889308
988	14.3889308
989	14.3889308
990	14.3889308
991	14.3889308
992	14.3889308
993	14.3889308
994	14.3889308
995	14.3889308
996	14.3889308
997	14.3889308
998	14.3889308
999	14.3889308
